claim_id,wiki_md,line_no,column_name,n_enum_entries,claimed_pairs,current_desc,enum_block
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyNOP_ByInstrument.md::InstrumentType::L118,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyNOP_ByInstrument.md,118,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Instrument asset class category from Dim_Instrument. 6 values: Stocks, ETF, Crypto Currencies, Commodities, Currencies, Indices. CASE-computed in SP_Dim_Instrument from InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies. (Tier 1 — DWH_dbo.Dim_Instrument)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md::PortfolioType::L214,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md,214,PortfolioType,3,1=TopTraders; 2=Partners; 3=Market,"Human-readable label for the fund type. Used in the platform UI, fund details pages, and management reporting. Describes the fundamental strategy approach of the fund category. 1=TopTraders, 2=Partners, 3=Market. NULL for PI and RemovedPI CopyTypes. Passthrough from Dim_FundType.FundTypeName via Dim_Fund. (Tier 1 — Dictionary.FundType)","1=TopTraders, 2=Partners, 3=Market"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md::GuruStatusID::L215,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md,215,GuruStatusID,7,0=No (non-PI; 1=Certified; 2=Cadet; 3=Rising Star; 4=Champion; 5=Elite; 6=Elite Pro,"Popular Investor program status code from the snapshot date. 0=No (non-PI), 1=Certified, 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite, 6=Elite Pro. Passthrough from Fact_SnapshotCustomer. (Tier 2 — Fact_SnapshotCustomer)","0=No (non-PI), 1=Certified, 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite, 6=Elite Pro"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md::MonthsSinceFirstOpen::L256,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md,256,MonthsSinceFirstOpen,3,1=ManualOpen; 2=CopyOpen; 17=RegisterMirror,"Months since the customer's first trading action (position open or mirror registration). DATEDIFF(Month, MIN(FirstOccurred), @date) from Fact_FirstCustomerAction WHERE ActionTypeID IN (1=ManualOpen, 2=CopyOpen, 17=RegisterMirror). (Tier 2 — Fact_FirstCustomerAction)","1=ManualOpen, 2=CopyOpen, 17=RegisterMirror"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZeroPnL_Stocks.md::InstrumentType::L94,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyZeroPnL_Stocks.md,94,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"ETL-computed asset class label. CASE on InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else Other. Here only 'Stocks' and 'ETF' appear (InstrumentTypeID IN (5,6) filter in SP). (Tier 2 — SP_Dim_Instrument)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_MIMO_eMoney_Platform.md::TxTypeID::L187,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_MIMO_eMoney_Platform.md,187,TxTypeID,14,1=CardPayment; 2=Contactless; 3=OnlinePayment; 4=CashWithdrawal; 5=TransferReceived; 6=Transfer; 7=PaymentReceived; 8=Payment; 9=Refund; 10=Fee; 11=CreditBA; 12=DebitBA; 13=DirectDebit; 15=CryptoToFiat via dictionary,"Transaction type identifier. 1=CardPayment, 2=Contactless, 3=OnlinePayment, 4=CashWithdrawal, 5=TransferReceived, 6=Transfer, 7=PaymentReceived, 8=Payment, 9=Refund, 10=Fee, 11=CreditBA, 12=DebitBA, 13=DirectDebit, 14=CryptoToFiat (15=CryptoToFiat via dictionary). Passthrough `mfts.TxTypeID` for filtered settled rows. (Tier 2 — eMoney_Fact_Transaction_Status)","1=CardPayment, 2=Contactless, 3=OnlinePayment, 4=CashWithdrawal, 5=TransferReceived, 6=Transfer, 7=PaymentReceived, 8=Payment, 9=Refund, 10=Fee, 11=CreditBA, 12=DebitBA, 13=DirectDebit, 14=CryptoToFiat (15=CryptoToFiat via dictionary"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_PnL.md::InstrumentTypeID::L200,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_PnL.md,200,InstrumentTypeID,10,1=Currencies; 2=Commodities; 3=CFD; 4=Indices; 5=Stocks; 6=ETF; 7=Bonds; 8=TrustFunds; 9=Options; 10=Crypto,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType. Join-enriched via **`Dim_Instrument`** in **`SP_DDR_Fact_PnL`**. (Tier 1 — Trade.GetInstrument)","1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Revenue_Generating_Actions.md::InstrumentTypeID::L158,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Revenue_Generating_Actions.md,158,InstrumentTypeID,10,1=Currencies; 2=Commodities; 3=CFD; 4=Indices; 5=Stocks; 6=ETF; 7=Bonds; 8=TrustFunds; 9=Options; 10=Crypto,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType. **`ISNULL(...,-1)`** masks NULL account-level feeds. **(Tier 1 — Trade.GetInstrument)**","1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Revenue_Generating_Actions.md::RevenueMetricCategoryID::L177,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Revenue_Generating_Actions.md,177,RevenueMetricCategoryID,4,1=TradeTransactional; 2=Overnight; 3=MIMO; 4=RevShare,"Category surrogate key 1-5. 1=TradeTransactional, 2=Overnight, 3=MIMO, 4=RevShare, 5=Other — inherited from **`Dim_Revenue_Metrics`** (plus staking/options seeded pairs). **(Tier 1 — UC sample)**","1=TradeTransactional, 2=Overnight, 3=MIMO, 4=RevShare"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Trading_Volumes_And_Amounts.md::InstrumentTypeID::L146,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Trading_Volumes_And_Amounts.md,146,InstrumentTypeID,10,1=Currencies; 2=Commodities; 3=CFD; 4=Indices; 5=Stocks; 6=ETF; 7=Bonds; 8=TrustFunds; 9=Options; 10=Crypto,"**Verbatim parity — `Dim_Instrument.md`**: *From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType.* (`Tier 1 — Trade.GetInstrument`)","1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md::CreditTypeID::L100,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md,100,CreditTypeID,4,11=Chargeback; 12=Refund; 16=Refund As ChargeBack; 32=Reverse Deposit,"Credit type from External_etoro_history_credit_yesterday. Reversal types: 11=Chargeback, 12=Refund, 16=Refund As ChargeBack, 32=Reverse Deposit. (Tier 2 — SP_Deposit_Reversals_PIPs)","11=Chargeback, 12=Refund, 16=Refund As ChargeBack, 32=Reverse Deposit"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md::RegulationID::L110,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md,110,RegulationID,6,0=None; 1=CySEC; 2=FCA; 3=NFA; 4=ASIC; 5=BVI,"Customer's regulatory jurisdiction from Fact_SnapshotCustomer at event date. 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, etc. FK to Dim_Regulation. (Tier 1 — Dictionary.Regulation)","0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md::PlayerLevelID::L112,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md,112,PlayerLevelID,8,1=Bronze; 2=Platinum; 3=Gold; 4=Internal (excluded; 5=Silver; 6=Platinum Plus; 7=Diamond; 0=N/A (DWH ETL placeholder,"Primary key identifying the loyalty tier. 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (excluded), 5=Silver, 6=Platinum Plus, 7=Diamond. 0=N/A (DWH ETL placeholder). IDs are NOT in rank order -- use Sort for ordering. FK from Dim_Customer. Excludes Internal in customer-facing queries: WHERE PlayerLevelID <> 4. Passthrough from Fact_SnapshotCustomer. (Tier 1 — Dictionary.PlayerLevel)","1=Bronze, 2=Platinum, 3=Gold, 4=Internal (excluded), 5=Silver, 6=Platinum Plus, 7=Diamond. 0=N/A (DWH ETL placeholder"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md::CardType::L127,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md,127,CardType,18,0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital,"Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. 0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital. Passthrough from Dim_CardType.CarTypeName. (Tier 1 — Dictionary.CardType)","0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md::CurrencyID::L98,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md,98,CurrencyID,3,1=USD; 2=EUR; 3=GBP,"Currency of the deposit amount. 1=USD, 2=EUR, 3=GBP, etc. (Tier 1 — Billing.Deposit)","1=USD, 2=EUR, 3=GBP"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md::PaymentStatusID::L99,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md,99,PaymentStatusID,8,1=New; 2=Approved; 3=Decline; 5=InProcess; 11=Chargeback; 12=Refund; 13=Pending; 35=DeclineByRRE,"Current deposit status. Key values: 1=New, 2=Approved, 3=Decline, 5=InProcess, 11=Chargeback, 12=Refund, 13=Pending, 35=DeclineByRRE. (Tier 1 — Billing.Deposit)","1=New, 2=Approved, 3=Decline, 5=InProcess, 11=Chargeback, 12=Refund, 13=Pending, 35=DeclineByRRE"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md::RiskManagementStatusID::L101,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md,101,RiskManagementStatusID,4,1=Success; 35=KYCLevel3; 47=ML; 49=CustomerToFundingViolation,"Result of the pre-processing risk management check. 69 distinct risk reason codes. NULL=no risk check recorded. Key codes: 1=Success, 35=KYCLevel3, 47=ML, 49=CustomerToFundingViolation. (Tier 1 — Billing.Deposit)","1=Success, 35=KYCLevel3, 47=ML, 49=CustomerToFundingViolation"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md::PaymentStatus_PaymentStatusID::L120,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md,120,PaymentStatus_PaymentStatusID,7,1=Pending; 2=InProcess; 3=Processed; 4=Canceled; 5=Failed; 6=Reversed; 7=CompletedExternally,"Primary key identifying the payment state. 1=Pending, 2=InProcess, 3=Processed, 4=Canceled, 5=Failed, 6=Reversed, 7=CompletedExternally. (Tier 1 — Dictionary.PaymentStatus)","1=Pending, 2=InProcess, 3=Processed, 4=Canceled, 5=Failed, 6=Reversed, 7=CompletedExternally"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md::CreditCardType::L136,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposits.md,136,CreditCardType,18,0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital,"Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from `Name` in production. 0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital. (Tier 1 — Dictionary.CardType)","0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositWithdrawFee_Reversals.md::PlayerLevelID::L161,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositWithdrawFee_Reversals.md,161,PlayerLevelID,7,1=Bronze; 2=Platinum; 3=Gold; 4=Internal; 5=Silver; 6=Platinum Plus; 7=Diamond,"eToro Club loyalty tier at the time of the reversal. Point-in-time snapshot from Fact_SnapshotCustomer. 1=Bronze, 2=Platinum, 3=Gold, 4=Internal, 5=Silver, 6=Platinum Plus, 7=Diamond. (Tier 2 — SP_DepositWithdrawFee)","1=Bronze, 2=Platinum, 3=Gold, 4=Internal, 5=Silver, 6=Platinum Plus, 7=Diamond"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_eTorian_NetProfit.md::NetProfit_Other::L106,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_eTorian_NetProfit.md,106,NetProfit_Other,3,1=Currencies; 2=Commodities; 4=Indices,"Realized PnL from closed **FX/CFD** positions (InstrumentTypeID IN 1=Currencies, 2=Commodities, 4=Indices) on `CloseDate`. Computed as `SUM(Dim_Position.NetProfit WHERE InstrumentTypeID IN (1,2,4))`. 0 if no such positions closed. (Tier 2 — SP_eTorian_PnL_NetProfit aggregation of Dim_Position.NetProfit)","1=Currencies, 2=Commodities, 4=Indices"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_BO_Deposits_With_PIPs.md::PaymentStatusID::L158,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_BO_Deposits_With_PIPs.md,158,PaymentStatusID,8,1=New; 2=Approved; 3=Decline; 5=InProcess; 11=Chargeback; 12=Refund; 13=Pending; 35=DeclineByRRE,"Current deposit status ID. 1=New, 2=Approved, 3=Decline, 5=InProcess, 11=Chargeback, 12=Refund, 13=Pending, 35=DeclineByRRE. FK to Dim_PaymentStatus. (Tier 1 — Billing.Deposit)","1=New, 2=Approved, 3=Decline, 5=InProcess, 11=Chargeback, 12=Refund, 13=Pending, 35=DeclineByRRE"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_BO_Deposits_With_PIPs.md::CurrencyID::L159,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_BO_Deposits_With_PIPs.md,159,CurrencyID,4,1=USD; 2=EUR; 5=AUD; 6=CHF,"Currency of the deposit amount. 1=USD, 2=EUR, 5=AUD, 6=CHF, etc. FK to Dim_Currency. (Tier 1 — Billing.Deposit)","1=USD, 2=EUR, 5=AUD, 6=CHF"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_Cashouts.md::CardType::L152,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_Cashouts.md,152,CardType,18,0=None; 1=Visa; 2=Master Card; 3=Diners; 4=Amex; 5=Fire Pay; 6=JCB; 7=American Express; 8=Maestro; 9=Laser; 10=Switch; 11=UK Local Credit Card; 12=Discover; 13=Local Card; 14=China Union Pay; 15=Solo; 16=Cirrus; 17=GE Capital,"Card brand name. Unique constraint prevents duplicates in production. Used in payment UI, transaction records, and fraud reporting. Renamed from Name in production. 0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital. Resolved from Fact_BillingWithdraw.CardTypeIDAsInteger via Dim_CardType.CarTypeName. NULL for non-card payment methods. (Tier 1 — Dictionary.CardType)","0=None, 1=Visa, 2=Master Card, 3=Diners, 4=Amex, 5=Fire Pay, 6=JCB, 7=American Express, 8=Maestro, 9=Laser, 10=Switch, 11=UK Local Credit Card, 12=Discover, 13=Local Card, 14=China Union Pay, 15=Solo, 16=Cirrus, 17=GE Capital"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md::IsFeeDividend::L171,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md,171,IsFeeDividend,4,1=overnight/weekend fee; 2=dividend; 3=SDRT; 4=ticket fees (OpenTotalFees/CloseTotalFees,"Fee sub-type for ActionTypeID=35: 1=overnight/weekend fee, 2=dividend, 3=SDRT, 4=ticket fees (OpenTotalFees/CloseTotalFees). NULL for non-fee events. (Tier 2 — ETL-derived from Description)","1=overnight/weekend fee, 2=dividend, 3=SDRT, 4=ticket fees (OpenTotalFees/CloseTotalFees"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md::AccountTypeID::L187,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md,187,AccountTypeID,3,7=Employee; 9=excluded type; 2=real account,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. FK to Dim_AccountType. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 1 — DWH_dbo.Fact_SnapshotCustomer)","7=Employee, 9=excluded type, 2=real account"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md::SettlementTypeID::L195,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md,195,SettlementTypeID,6,0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE,"Modern settlement classification from Dim_Position. 0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE. Replaces IsSettled. DWH note: switched from FCA to Dim_Position source (2025-10-15) because FCA shows NULL on overnights. (Tier 1 — Trade.PositionTbl)","0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_ASIC_MP.md::InstrumentTypeID::L58,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_ASIC_MP.md,58,InstrumentTypeID,3,1=Currencies; 2=Commodities; 5=Stocks,"Instrument type identifier from Dim_Instrument. Values: 1=Currencies, 2=Commodities, 5=Stocks, etc. (Tier 2 — SP_Finance_ASIC_MP, Dim_Instrument.InstrumentTypeID)","1=Currencies, 2=Commodities, 5=Stocks"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Panel_Reports_New.md::InstrumentTypeID::L158,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Panel_Reports_New.md,158,InstrumentTypeID,6,1=Currencies (forex; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Instrument type category: 1=Currencies (forex), 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies. Note TypeIDs 3, 7, 8, 9 are unused gaps. Distribution: Stocks 82%, ETF 8%, Crypto 4%, Commodities 3%, Indices 2%, Currencies 1%. (Tier 2 — SP_Dim_Instrument). Always 5 (Stocks) in this table — hardcoded SP filter.","1=Currencies (forex), 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Panel_Reports_New.md::InstrumentTypeName::L159,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Panel_Reports_New.md,159,InstrumentTypeName,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Text label for InstrumentTypeID — DWH-computed via CASE: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else=Other. Use InstrumentTypeID for filtering; InstrumentType for display. (Tier 2 — SP_Dim_Instrument). Always 'Stocks' in this table.","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Real_Futures_Custody_And_Transfers.md::ChangeTypeID::L194,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Real_Futures_Custody_And_Transfers.md,194,ChangeTypeID,4,1=open; 6=close; 11=parent split; 12=child split,"Position change type code. 1=open, 6=close, 11=parent split, 12=child split. (Tier 2 — SP_Finance_Real_Futures_Custody_And_Transfers, Prep_Data.ChangeTypeID)","1=open, 6=close, 11=parent split, 12=child split"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_FSRA_Weekly_Report.md::InstrumentType::L126,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_FSRA_Weekly_Report.md,126,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Text label for InstrumentTypeID -- DWH-computed via CASE: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else=Other. Use InstrumentTypeID for filtering; InstrumentType for display. (Tier 2 — SP_Dim_Instrument, etoro_Trade_InstrumentMetaData)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Futures_Finance_Prep_Data.md::ChangeTypeID::L133,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Futures_Finance_Prep_Data.md,133,ChangeTypeID,5,0=Open; 1=Rate/SL change; 6=Close; 11=ChildClose; 12=PartialClose,"Type of position change event. Original values: 0=Open, 1=Rate/SL change, 6=Close, 11=ChildClose, 12=PartialClose. Value **99** is synthetic — injected by SP for Hold rows. (Tier 2 — SP_Futures_Finance_Prep_Data, SP-adjusted)","0=Open, 1=Rate/SL change, 6=Close, 11=ChildClose, 12=PartialClose"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_German_Crypto_Transition_To_Tangany.md::TanganyStatusID::L116,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_German_Crypto_Transition_To_Tangany.md,116,TanganyStatusID,6,1=Pending; 2=Internal; 3=Customer; 4=Inactive; 5=MicaCustomer; 6=ConsentCustomer,"Tangany integration status ID. 1=Pending, 2=Internal, 3=Customer, 4=Inactive, 5=MicaCustomer, 6=ConsentCustomer. FK to External_UserApiDB_Dictionary_TanganyStatus. (Tier 2 — SP_Dim_Customer)","1=Pending, 2=Internal, 3=Customer, 4=Inactive, 5=MicaCustomer, 6=ConsentCustomer"
