left,right,edge_kind,join_keys,purpose,source_wiki,schema_dir
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,DWH_dbo.Dim_Instrument,lineage,InstrumentID <- InstrumentID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,ABook,lineage,InstrumentIDToHedge <- InstrumentID,NULL = same instrument; populated = proxy,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,Derived,lineage,InstrumentID_Final <- —,"COALESCE(InstrumentIDToHedge, InstrumentID)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,DWH_dbo.Dim_Instrument,lineage,InstrumentName <- InstrumentDisplayName,Passthrough / truncated to varchar(45),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,DWH_dbo.Dim_Instrument,lineage,InstrumentType <- InstrumentType,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,etoro,lineage,HedgeServerID <- HedgeServerID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,HedgeServer,lineage,HedgeServerID <- HedgeServerID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,External_etoro_Hedge_HedgeServerToLiquidityAccount,lineage,LiquidityAccountID <- LiquidityAccountID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,LP,lineage,LiquidityAccountName <- AccountName,De-normalized,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,ABook,lineage,NOP / NOPHedged / NOP metrics <- NOP calculations,Aggregated per instrument/server/LP,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,ABook,lineage,OpenPositions / Short / Long <- Position aggregations,Per instrument/server/LP,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,ETL,lineage,UpdateDate <- —,Load timestamp,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,External_etoro_Trade_HedgeServer,references_to,HedgeServerID,"Hedge server configuration (IP, mode, strategy)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,External_etoro_Hedge_HedgeServerToLiquidityAccount,references_to,LiquidityAccountID,"LP account details (AltRatesLiquidityAccountID, temporal validity)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,DWH_dbo.Dim_Instrument,references_to,InstrumentID / InstrumentID_Final,"Instrument metadata (full name, type, asset class)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,BI_DB_ABook_Exposure,references_to,Schema sibling,"Dormant current-state snapshot (no LP columns, no proxy hedge columns)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,BI_DB_ABook_Exposure_History,references_to,Historical archive,Dormant DATE-clustered historical log,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,DWH_dbo.Dim_Customer,common_join,CID = RealCID,Customer demographics for abuse investigation,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,DWH_dbo.Dim_Instrument,common_join,InstrumentID = InstrumentID,Full instrument details,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dealing_dbo.Dealing_AbuseAPI,common_join,(same schema),Active counterpart with data,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Date.FullDate,lineage,CloseDate <- FullDate,= @Date parameter,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,OpenDate <- OpenOccurred,CAST AS DATE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,PositionID <- PositionID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,CID <- CID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Country,lineage,Country <- Name,Passthrough via Dim_Customer.CountryID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Country,lineage,Region <- Region,Passthrough via Dim_Customer.CountryID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,InstrumentID <- InstrumentID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Instrument,lineage,Instrument <- Name,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Instrument,lineage,InstrumentType <- InstrumentType,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,OpenOccurred <- OpenOccurred,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,CloseOccurred <- CloseOccurred,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,NetProfit <- NetProfit,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,SP_AbuseAPI,lineage,UpdateDate <- GETDATE(),ETL timestamp,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dim_Position,lineage,FullCommissionOnClose <- FullCommissionOnClose,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,DWH_dbo.Dim_Customer,references_to,CID,Customer dimension (via RealCID),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,DWH_dbo.Dim_Instrument,references_to,InstrumentID,Instrument dimension,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,DWH_dbo.Dim_Position,references_to,PositionID,Position dimension,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AbuseAPI,Dealing_dbo.Dealing_AbuseAPI,references_to,(schema sibling),Active counterpart with identical schema,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AbuseAPI.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,DWH_dbo.Dim_Customer,common_join,`ON a.RealCID = c.RealCID`,Customer demographics,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,DWH_dbo.Fact_CustomerAction,common_join,`ON a.RealCID = b.RealCID AND a.DateID = b.DateID`,Measure outcome during test period,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,BI_DB_dbo.BI_DB_AB_Test_Data,common_join,`ON a.RealCID = b.RealCID AND a.Name LIKE '%' + b.TestName + '%'`,Compare daily vs. period-based assignment records,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,etoro,lineage,RealCID <- RealCID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,etoro,lineage,DateID <- Date,YYYYMMDD integer key,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,Experiment,lineage,IsControl <- GroupAssignment,0/1 flag,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,Experiment,lineage,Name <- TestName,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,Manually,lineage,BI_Owner <- —,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,Manually,lineage,Business_Owner <- —,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,ETL,lineage,UpdateDate <- —,Load timestamp,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,DWH_dbo.Dim_Customer,references_to,RealCID,Customer demographics via RealCID FK,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,DWH_dbo.Dim_Date,references_to,DateID,Date dimension calendar lookup,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test,BI_DB_dbo.BI_DB_AB_Test_Data,references_to,Test schema,"Period-based A/B assignment companion (different test, different grain)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,DWH_dbo.Dim_Customer,common_join,`ON a.RealCID = c.RealCID`,Customer demographics,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,DWH_dbo.Fact_CustomerAction,common_join,`ON a.RealCID = fa.RealCID AND fa.DateID BETWEEN a.FromDateID AND a.ToDateID`,Measure outcomes during experiment,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,BI_DB_dbo.BI_DB_AB_Test,common_join,`ON a.RealCID = b.RealCID`,Compare with daily-grain experiment tracking,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,etoro,lineage,RealCID <- RealCID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,Data,lineage,TestName <- TestName,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,Data,lineage,IsControl <- GroupAssignment,0/1 flag,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,Data,lineage,IsPortfolioAnchored <- —,"1 for treatment, NULL for control",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,Data,lineage,FromDateID / ToDateID <- Start/End date,YYYYMMDD integer,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,ETL,lineage,UpdateDate <- —,Load timestamp,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,DWH_dbo.Dim_Customer,references_to,RealCID,Customer demographics via RealCID FK,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,DWH_dbo.Dim_Date,references_to,FromDateID/ToDateID,Date dimension lookup for experiment period,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AB_Test_Data,BI_DB_dbo.BI_DB_AB_Test,references_to,Experiment family,"Daily-grain A/B companion (different tests, 2020–2023)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AB_Test_Data.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_Customer,common_join,`CID = RealCID`,"Additional customer attributes (email, name, etc.)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,BI_DB_dbo.BI_DB_AML_PlayerStatus_Changes,common_join,`CID = CID`,Player status change history for context,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,BI_DB_dbo.BI_DB_CID_DailyPanel_FullData,common_join,`CID = CID AND DateID = DateID`,Additional financial detail beyond the summary columns,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,Customer.CustomerStatic,lineage,CID <- CID,Via Fact_SnapshotCustomer.RealCID relay,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_PendingClosureStatus,lineage,PendingClosureStatusName <- PendingClosureStatusName,Most recent non-Normal status (ROW_NUMBER logic),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Fact_SnapshotCustomer,lineage,PendingClosureChangeDateID <- DateRangeID,First occurrence DateID for current status,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_PlayerLevel,lineage,Tier <- Name,JOIN on PlayerLevelID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_Regulation,lineage,Regulation <- Name,JOIN on dr.ID = RegulationID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_Country,lineage,Country <- Name,JOIN on CountryID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,BI_DB_dbo.BI_DB_CID_DailyPanel_FullData,lineage,"TotalDeposits, TotalCashouts, PnL_Total, Equity, TotalCoFee, Revenue_Total <- Same names",INNER JOIN (CID + DateID),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Fact_SnapshotCustomer,references_to,"CID, closure status, tier, country",Customer daily snapshots — primary data source,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_PlayerLevel,references_to,Tier,Loyalty tier name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_Regulation,references_to,Regulation,Regulatory jurisdiction name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_Country,references_to,Country,Country of registration,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_PendingClosureStatus,references_to,PendingClosureStatusName,Closure status lookup,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,DWH_dbo.Dim_Date,references_to,PendingClosureChangeDate,Full date from date key,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_AccountClosure,BI_DB_dbo.BI_DB_CID_DailyPanel_FullData,references_to,Financial metrics,All-time financial summary per CID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AccountClosure.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,DWH_dbo.Dim_FundingType,common_join,`ON FundingType = ft.Name`,FundingTypeID and full payment method details,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,DWH_dbo.Dim_Customer,common_join,`ON RealCID = c.RealCID`,Customer profile details,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Unknown,lineage,RealCID <- CID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Unknown,lineage,Regulation <- Regulation,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Unknown,lineage,Age <- —,Customer age at report time,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,IP,lineage,FirstMultiIPDaily / LastMultiIPDaily <- Date,YYYYMMDD bigint,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,IP,lineage,TotalDaysMultiCountry <- —,Count of multi-country days,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,KYC,lineage,VerifiedPhoneCounty <- PhoneCountry,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,CRM,lineage,RegCountry <- Country,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,KYC,lineage,RegCountry <- Country,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,KYC,lineage,PhoneVerificationDate <- VerificationDate,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,KYC,lineage,PhoneNumber <- PhoneNumber,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,DWH_dbo.Dim_FundingType,lineage,FundingType <- Name,Passthrough (ACH/PWMB),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Compliance,lineage,TotalAccountsConnected <- —,Account graph count,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Compliance,lineage,Opened_New_SameDay <- —,Same-day registration count,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,CRM,lineage,PlayerStatusID <- PlayerStatus,Passthrough (label),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,DWH_dbo.Fact_BillingDeposit,lineage,IsDepositor <- —,Binary derived flag,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Compliance,lineage,NumberOfFlags <- —,Flag count,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Compliance,lineage,ReportDate <- ReportDate,Trading/report date,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Compliance,lineage,FirstReported <- FirstDate,First flag date,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,Unknown,lineage,TotalPendingCOForUser <- —,Pending CO value,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,IP,lineage,OnlyNonUSLogins60Days <- —,60-day non-US login flag,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,IP,lineage,FirstMultiIPDayCountries <- —,Comma-separated countries,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,IP,lineage,LastMultiIPDayCountries <- —,Comma-separated countries,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,ETL,lineage,UpdateDate <- —,Load timestamp,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,DWH_dbo.Dim_FundingType,references_to,FundingType,"Payment method reference (ACH=FundingTypeID 29, PWMB=FundingTypeID 32)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,DWH_dbo.Dim_Customer,references_to,RealCID,"Customer profile (registration country, KYC status)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ACH_PWMB_Flag_Report_History,AML,references_to,Regulation,"Regulatory jurisdiction (NYDFS+FINRA, ASIC, etc.)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ACH_PWMB_Flag_Report_History.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ActiveAffActualMonthly_Region_GroupAffName,BI_DB_dbo.BI_DB_ActiveAffiliatesPlanned_Actual,common_join,`Date = Date AND Desk = Desk`,Actual vs planned affiliate KPIs,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,BI_DB_dbo
BI_DB_dbo.BI_DB_ActiveAffActualMonthly_Region_GroupAffName,DWH_dbo.Dim_Affiliate,common_join,"(No direct FK — AffiliatesGroupsName is a string group label, not AffiliateID)",Extended affiliate metadata if needed,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ActiveAffActualMonthly_Region_GroupAffName.md,BI_DB_dbo
