schema,object_name,object_type,priority,process_name,is_active,archetype,archetype_label,confidence,n_destinations,destination_tables,dest_customer_keys,dest_money_cols,dest_count_cols,dest_dim_cols,dest_txn_cols,dest_pop_flag_cols,has_validity_filter,validity_evidence,has_population_filter,population_evidence,has_group_by_customer_key,group_by_evidence,touches_fact_snapshot_customer,touches_dim_customer,recommended_action,key_insight,file_path
BI_DB_dbo,SP_AML_Multiple_Accounts,SP,0,SB_Daily,0,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,8,BI_DB_dbo.BI_DB_AML_Multiple_Accounts_Dep; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_Withdraw; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_Dep_fulldata; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_Withdrawfulldata; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_DeviceID; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_DeviceID_FullData; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_SameIP; BI_DB_dbo.BI_DB_AML_Multiple_Accounts_SameIP_FullData,"CID, GCID","Num_Approved_Deposit, Num_Approved_Withdraw, PositionPnL, RealizedEquity, TotalEquity, Total_Approved_Deposit, Total_Approved_Withdraw",Total_Users,Country,,"FirstDepositDate, Last_Deposit_Date, Last_Withdraw_Date, PlayerStatus, Regulation, VerificationLevelID",1,L48: (NOLOCK) ON dc.RealCID = fbd.CID AND dc.IsValidCustomer = 1 AND dc.IsDepositor = 1 AND dc.VerificationLevelID >=2,1,L48: d.CID AND dc.IsValidCustomer = 1 AND dc.IsDepositor = 1 AND dc.VerificationLevelID >=2,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_Multiple_Accounts.sql
BI_DB_dbo,SP_AML_PI_Abuse,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,11,BI_DB_dbo.BI_DB_AML_PI_Abuse_SameIP; BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_PI_Side; BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_Copy_Side; BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_AS_PI; BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_Copiers; BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_PI_Side; BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Copy_Side; BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Same_as_pi; BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Same_Copy; BI_DB_dbo.BI_DB_AML_PI_Abuse; BI_DB_dbo.BI_DB_AML_PI_Abuse_CopierTable,"CID, GCID","Equity_Start_Copy, PositionPnL, RealizedEquity, TotalEquity",SameDeviceID_Users_AS_PI,"Country, Region",,"FirstAction, FirstActionDate, FirstDepositDate, FirstName, PlayerStatus, Regulation, Same_First_Name, Same_First_Name2",1,L64: AND fsc.IsValidCustomer=1,1,L66: AND fsc.IsDepositor =1;,1,L97: GROUP BY pp.CID,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_PI_Abuse.sql
BI_DB_dbo,SP_AM_Portfolio_Summary,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,[BI_DB_dbo].[BI_DB_AM_Portfolio_Summary]; [BI_DB_dbo].[BI_DB_AM_Portfolio_Summary],,,,,,,1,L133: AND sc.IsValidCustomer = 1,1,L64: WHERE dm.IsActive = 1,0,,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AM_Portfolio_Summary.sql
BI_DB_dbo,SP_BI_DB_CryptoDashboardNew,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[BI_DB_dbo].[BI_DB_CryptoDashboardNew],,"Amount_in_Units, FA_Amount_Total, PnL, Revenue",,"Active_Hold_Real, Country, num_of_FA_Crypto",,"Regulation, Seniority_daily_FTD_Group",1,L55: WHERE fsc.IsValidCustomer=1,1,L56: AND fsc.IsDepositor=1,1,L196: GROUP BY ffca.RealCID,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_CryptoDashboardNew.sql
BI_DB_dbo,SP_BI_DB_German_Open_Real_Crypto_Positions_Daily,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[BI_DB_dbo].[BI_DB_German_Open_Real_Crypto_Positions_Daily],,TotalPositionsEquity,,,,,1,L21: WHERE fsc.CountryID=79 AND fsc.IsValidCustomer=1,0,,0,,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_German_Open_Real_Crypto_Positions_Daily.sql
BI_DB_dbo,SP_BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,BI_DB_dbo.BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months; BI_DB_dbo.BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months_Instrument,,"LossTotalPnL, NetProfit_CFD, PnL_Change_CFD, ProfitTotalPnL, RollOver, TotalPnL, ZeroTotalPnL",,"InstrumentType, InstrumentTypeID",,"Regulation, RegulationID",1,L43: AND sc.IsValidCustomer = 1,0,,1,"L137: GROUP BY dp.CID, dp.PositionID, dp.RegulationID, dp.InstrumentTypeID, dp.InstrumentType",1,0,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months.sql
BI_DB_dbo,SP_Compensation_Activity_Data,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,BI_DB_dbo.BI_DB_Compensation_Activity_Data_CompensationReason; BI_DB_dbo.BI_DB_Compensation_Activity_Data_Regulation,RealCID,Amount,,RealCryptoPositionCount,,Regulation,1,L41: AND cs.IsValidCustomer = 1;,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Compensation_Activity_Data.sql
BI_DB_dbo,SP_Employee_Crypto_NWA,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_Employee_Crypto_NWA,,Rate,,,,,0,,1,L50: AND fsc.PlayerStatusID !=2 ),0,,1,0,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Employee_Crypto_NWA.sql
BI_DB_dbo,SP_Finance_IFRS_Automation_KTCD_eToro_Side,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,,,,,,,1,L218: AND fsc.IsCreditReportValidCB = 1,0,,1,L266: GROUP BY bdcddn.CID,1,0,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Finance_IFRS_Automation_KTCD_eToro_Side.sql
BI_DB_dbo,SP_Finance_Non_US_Settlement_2025,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025; [BI_DB_dbo].[BI_DB_Finance_eToro_vs_Positions],,"Close_CalculationRate, Close_ConversionRate, Close_NOP, Close_PnLInDollars, CurrentCalculationRate, CurrentConversionRate, Current_NOP, Current_PnLInDollars",,"Exchange, HedgeServerID, ISINCountryParsed, InstrumentID, InstrumentName, IsSettled, LiquidityAccountID, LiquidityAccountName",,"IsValidCustomer, Regulation",1,"L983: ,SUM(CASE WHEN IsValidCustomer =1 AND IsSettled =1 THEN EOD_Units ELSE 0 END ) TP_UnitsIsValidCustomerReal",0,,0,,1,0,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Finance_Non_US_Settlement_2025.sql
BI_DB_dbo,SP_IR_Dashboard_Monitor_Checks,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_IR_Dashboard_Monitor_Checks,,,,,,,1,L52: AND dc.IsValidCustomer = 1,0,,0,,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_IR_Dashboard_Monitor_Checks.sql
BI_DB_dbo,SP_M_AffiliateScore,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[BI_DB_dbo].[BI_DB_AffiliateScore],,"AvgEquity_30d, ClusterEquityInvestorLevel, EquityLevel, Equity_30d, Equity_30d_3M_Before, Revenue_30d",,"ClusterCrypto, ClusterEquitiesCrypto, ClusterLeveragedTraders",,"Cost_FTDs, FTDA, FTDs, FTDs_3M_Before, FirstActionCopy, FirstActionCopyFund, FirstActionCrypto, FirstActionFX",1,L60: AND dc.IsValidCustomer=1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_M_AffiliateScore.sql
BI_DB_dbo,SP_Marketing_Cube,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,[BI_DB_dbo].[BI_DB_MarketingDailyRawData]; [BI_DB_dbo].[BI_DB_MarketingMonthlyRawData],,"NetRevenues, PastGRevenue",,"CountryID, CountryName, NewMarketingRegion, Region",,"EFTD, FTD, FTDA, FTDfromLTV, Registration, SameDayFTD",1,L138: DC.IsValidCustomer = 1,1,"L927: ,sum(case when a.VerificationLevelID =2 then 1 else 0 end) VerificationLevelID2",1,L1184: GROUP BY b.CID ,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Marketing_Cube.sql
BI_DB_dbo,SP_Negative_Balance_Monitor_Risk,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_Negative_Balance_Monitor_Risk,,"Balance, Balance_Group, Negative_Balance_Ind",,MIFID,,"Ind_FTD_Last_30days, IsDepositor, PlayerStatus, Registration_Last_30_Days, Regulation",1,L51: tomer fsc ON fsc.RealCID=vl.CID AND fsc.IsValidCustomer=1,0,,0,,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Negative_Balance_Monitor_Risk.sql
BI_DB_dbo,SP_PI_Affiliate,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_PI_Affiliate,,,,PI_RealCID,,"FTDLastMonth, FTDLastQuarter, FTDLastYear, FTDLifeTime, FTDYesterday",1,L80: AND dc.IsValidCustomer = 1,1,L79: AND dc.IsDepositor = 1,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_PI_Affiliate.sql
BI_DB_dbo,SP_Payoneer_Revenue_Report,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_Payoneer_Revenue_Report,,Revenue,,Country,,,1,L34: WHERE fsc.IsValidCustomer = 1,1,L35: AND fsc.IsDepositor = 1,1,"L82: GROUP BY bddcr.RealCID,",1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Payoneer_Revenue_Report.sql
BI_DB_dbo,SP_Q_AML_FSA_Report,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,5,BI_DB_dbo.BI_DB_Q_AML_FSA_Report_start; BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end; BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Market_Value; BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Positions; BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_InvestorType,CID,"DepositesOrCashout, RealizedEquity, UnrealizedEquity","Account_Type, Account_Type_Group, Is_Other_Country_Investor","Country, MifidCategorization, Region",,"PlayerStatus, Regulation",1,L115: AND fsc.IsValidCustomer = 1,1,L114: WHERE fsc.IsDepositor =1,1,L192: GROUP BY pop.CID,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Q_AML_FSA_Report.sql
BI_DB_dbo,SP_RevenueForum,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,BI_DB_dbo.BI_DB_RevenueForum; BI_DB_dbo.BI_DB_RevenueForum_Revenue,,"Amount, DepositAmount, TotalRevenue, WithdrawAmount",,"Country, InstrumentType, IsCopy, IsSettled, Region",,"FTD, FTDA, FirstDayOfMonth, Regulation",1,L104: and bddcds.IsValidCustomer=1,1,"L61: ,CASE WHEN lmf.IsFunded=1 AND bddcds.IsFunded=0 THEN 1 ELSE 0 END AS Churn",0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_RevenueForum.sql
BI_DB_dbo,SP_Stocks_HS125,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,[BI_DB_dbo].[BI_DB_Stocks_HS125]; [BI_DB_dbo].[BI_DB_Stocks_HS121_CIDs],CID,Equity,,"HedgeServerID, InstrumentID, IsSettled, Symbol",,Regulation,1,L111: AND dc.IsValidCustomer = 1,0,,1,L220: GROUP BY CID,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Stocks_HS125.sql
BI_DB_dbo,SP_Taboola,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[BI_DB_dbo].[BI_DB_DailyTaboolaCombineAffwiz],,,,"Country, Region",,"AW_FTD, AW_Registrations, Tb_FTD, Tb_Registrations",1,L102: WHERE dc.IsValidCustomer=1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Taboola.sql
BI_DB_dbo,SP_US_Daily_Crypto,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,3,[BI_DB_dbo].[BI_DB_US_Daily_State_Report]; [BI_DB_dbo].[BI_DB_US_Daily_Conversions]; BI_DB_dbo.[BI_DB_US_Daily_State_Report_MIMO],,"Amount, AmountUSD, CommissionClose, CommissionOpen, TotalCashouts, TotalCommission",,"Country, CryptoType, CurrentRegulation, FromCrypto, InstrumentID, IsBuy, RegulationOnOpen, ToCrypto",,,1,L37: AND fsc.IsValidCustomer = 1,1,L38: AND fsc.IsDepositor = 1,1,L59: GROUP BY fbw.CID,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_US_Daily_Crypto.sql
BI_DB_dbo,SP_VAT_Transaction,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_VAT_Transactions,,,,"Country, IsSettled",,Regulation,1,L49: AND fsc.IsCreditReportValidCB=1,0,,0,,1,0,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_VAT_Transaction.sql
BI_DB_dbo,SP_W_Mon_Staking_Email_for_Marcin,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,BI_DB_dbo.BI_DB_Staking_Email_For_Marcin,,"Amount_For_StakingPool, Amount_IN_Units",,InstrumentName,,,1,L68: AND dc.IsCreditReportValidCB=1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_W_Mon_Staking_Email_for_Marcin.sql
BI_DB_dbo,SP_rsk_AgregatedRisk,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,BI_DB_dbo.BI_DB_rsk_DailyRiskAgg; BI_DB_dbo.BI_DB_Mirror_Assets_Allocation,,"AUMIncUnPnL, Copyfund_AUMIncUnPnL, Copyfund_PnL, Equity, ManualEquity, RealizedEquity, Traders_AUMIncUnPnL, Traders_PnL",,,,,1,L44: Where dc.IsValidCustomer = 1,1,L353: AND dc_child.IsDepositor=1,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_rsk_AgregatedRisk.sql
BI_DB_dbo,SP_rsk_RiskCorelation_PIs,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,BI_DB_dbo.BI_DB_rsk_Risk_PI_Correl; BI_DB_dbo.BI_DB_rsk_Risk_PI_Stats,,"Dit_PnL, PnL, RealizedEquity, TotalProfit",,IsBuyPercent,,,1,L59: AND dc_child.IsValidCustomer=1,1,L58: AND dc_child.IsDepositor=1,1,"L336: GROUP BY CID,IsBuy",0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_rsk_RiskCorelation_PIs.sql
Dealing_dbo,SP_CommissionsAndFails_PerCID,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,10,Dealing_dbo.Dealing_CIDs_CommissionsAndFails; Dealing_dbo.Dealing_FailReasons; Dealing_dbo.Dealing_PlayerLevel_Data; Dealing_dbo.Dealing_PlayerLevel_Fails; Dealing_dbo.Dealing_FailReasons_Top20; Dealing_dbo.Dealing_CIDs_CommissionsAndFails_PIs; Dealing_dbo.Dealing_FailReasons_PIs; Dealing_dbo.Dealing_PlayerLevel_Data_PIs; Dealing_dbo.Dealing_PlayerLevel_Fails_PIs; Dealing_dbo.Dealing_FailReasons_Top20_PIs,CID,TotalCommission,Count_Fails,"HedgeServerID, PlayerLevelID, Region",,Regulation,1,L74: WHERE b.IsValidCustomer = 1,0,,1,L140: GROUP BY CID,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_CommissionsAndFails_PerCID.sql
Dealing_dbo,SP_CryptoVolume_ByDirection,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[Dealing_dbo].[Dealing_CryptoVolume_ByDirection],,,,"InstrumentID, IsBuy, IsSettled, Leverage",,,1,L52: where c.IsValidCustomer = 1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_CryptoVolume_ByDirection.sql
Dealing_dbo,SP_DailySpread_ModeFrequency,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,Dealing_dbo.Dealing_DailySpread_ModeFrequency,,"DailyAvg_EtoroSpread, DailyAvg_PPSpread, DailyPPSpread_DividedByEtoroSpread, Daily_EtoroSpread_Mode, Daily_EtoroSpread_ModeFrequency, ModePPSpread, SpreadType",,"InstrumentID, InstrumentName, InstrumentType",,,1,L96: AND dc.IsValidCustomer=1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_DailySpread_ModeFrequency.sql
Dealing_dbo,SP_DailyVariableSpread,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[Dealing_dbo].[Dealing_DailyVariableSpread],,"Commissions, FullCommissions, RollOverFee",,"HedgeServerID, InstrumentName, InstrumentType",,,1,L64: and CU. IsValidCustomer=1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_DailyVariableSpread.sql
Dealing_dbo,SP_DailyZeroPnL_Stocks,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,[Dealing_dbo].[Dealing_DailyZeroPnL_Stocks],,RealizedCommission,,"HedgeServerID, InstrumentID, InstrumentName, InstrumentType, IsCFD, Leverage, MifID",,Regulation,1,L96: AND b.IsValidCustomer = 1,0,,0,,1,0,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_DailyZeroPnL_Stocks.sql
Dealing_dbo,SP_DataForDuco,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,2,Dealing_dbo.Dealing_Duco_EODRecon; Dealing_dbo.Dealing_Duco_ActivityRecon,,"ClientAmount, Client_AvgRate, Clients_NOP_Buy, Clients_NOP_Sell, FXratetoUSD, eToroLocalAmount, eToroRate, eToroUSDAmount",,"Exchange, HedgeServerID, InstrumentID, LiquidityAccountID, LiquidityAccountName, Symbol",,,1,L399: AND dc.IsValidCustomer=1,0,,0,,0,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_DataForDuco.sql
Dealing_dbo,SP_ESMANetLoss,SP,0,SB_Daily,1,C,Dim-grain rollup with validity gate (REGULATOR-RISK),high,1,Dealing_dbo.Dealing_ESMANetLoss,,"Amount, AmountInUnitsDecimal, DeltaLoss, EndForexRate, InitForexRate, LastOpConversionRate, NetProfit, NoProtectionRate",,"InstrumentID, InstrumentName, InstrumentType, IsBuy, MifID","CloseOccurred, PositionID",Regulation,1,L77: AND dc.IsValidCustomer=1,0,,0,,1,1,decide-IsValidCustomer-policy-for-synthetics (REGULATOR RISK),dim-grain rollup gated on IsValidCustomer/population — REGULATOR-RISK class,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_ESMANetLoss.sql
