uc_fqn,column,deployed_comment,signals
main.etoro_kpi_prep.v_revenue_rollover,instrumenttypeid,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to D","SIBLING_PHRASES: ['AccountId', 'AmountBugFix', 'AssetAmount', 'AssetPositions', 'AssetType', 'BidSpreaded'] || HEADING_ANCHOR: ['_index: Batch 82 (COMPLETE) -- Cross-Selling pair + Crypto dashboard pair: Cross_S', 'BI_DB_Compliance_Surveillance_ShortTermTrades.review-needed: Flag 7 — InstrumentTypeID Scope (INFO)']"
main.etoro_kpi_prep.v_revenue_dividend,isvalidcustomer,"1 if the customer is a valid retail customer for analytics purposes. ETL-computed from PlayerLevelID, LabelID, CountryID in Fact_SnapshotCustomer. Passthrough v","SIBLING_PHRASES: ['AccountManagerID', 'AccountStatusID', 'AccountTypeID', 'ActionTypeID', 'ActualNWA', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.3 IsValidCustomer Flag', 'BI_DB_DDR_Customer_Periodic_Status: 2.4 IsValidCustomer / IsCreditReportValidCB (Canonical Fact rules)']"
main.etoro_kpi_prep.v_revenue_dividend,instrumenttypeid,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to D","SIBLING_PHRASES: ['AccountId', 'AmountBugFix', 'AssetAmount', 'AssetPositions', 'AssetType', 'BidSpreaded'] || HEADING_ANCHOR: ['_index: Batch 82 (COMPLETE) -- Cross-Selling pair + Crypto dashboard pair: Cross_S', 'BI_DB_Compliance_Surveillance_ShortTermTrades.review-needed: Flag 7 — InstrumentTypeID Scope (INFO)']"
main.etoro_kpi_prep.v_revenue_stakingfee,isvalidcustomer,"1 if the customer is a valid retail customer for analytics purposes. ETL-computed from PlayerLevelID, LabelID, CountryID. See §2.2. Approx 98% of current rows =","SIBLING_PHRASES: ['AccountManagerID', 'AccountStatusID', 'AccountTypeID', 'ActionTypeID', 'ActualNWA', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.3 IsValidCustomer Flag', 'BI_DB_DDR_Customer_Periodic_Status: 2.4 IsValidCustomer / IsCreditReportValidCB (Canonical Fact rules)']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,isvalidcustomer,"1 if the customer is a valid retail customer for analytics purposes. ETL-computed from PlayerLevelID, LabelID, CountryID. See §2.2. Approx 98% of current rows =","SIBLING_PHRASES: ['AccountManagerID', 'AccountStatusID', 'AccountTypeID', 'ActionTypeID', 'ActualNWA', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.3 IsValidCustomer Flag', 'BI_DB_DDR_Customer_Periodic_Status: 2.4 IsValidCustomer / IsCreditReportValidCB (Canonical Fact rules)']"
main.etoro_kpi_prep.v_options_aum,isvalidcustomer,"1 if the customer is a valid retail customer for analytics purposes. ETL-computed from PlayerLevelID, LabelID, CountryID. See §2.2. Approx 98% of current rows =","SIBLING_PHRASES: ['AccountManagerID', 'AccountStatusID', 'AccountTypeID', 'ActionTypeID', 'ActualNWA', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.3 IsValidCustomer Flag', 'BI_DB_DDR_Customer_Periodic_Status: 2.4 IsValidCustomer / IsCreditReportValidCB (Canonical Fact rules)']"
main.etoro_kpi_prep.v_dim_instrument_enriched,instrumenttypeid,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to D","SIBLING_PHRASES: ['AccountId', 'AmountBugFix', 'AssetAmount', 'AssetPositions', 'AssetType', 'BidSpreaded'] || HEADING_ANCHOR: ['_index: Batch 82 (COMPLETE) -- Cross-Selling pair + Crypto dashboard pair: Cross_S', 'BI_DB_Compliance_Surveillance_ShortTermTrades.review-needed: Flag 7 — InstrumentTypeID Scope (INFO)']"
main.etoro_kpi_prep.v_dim_instrument_enriched,instrumenttype,"ETL-computed asset class label. CASE on InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else Other. (Tier 2 — S","SIBLING_PHRASES: ['AccountManager', 'AccountManagerID', 'ActionType', 'ActionTypeID', 'AmountType', 'AssetType'] || HEADING_ANCHOR: ['BI_DB_ASIC_GAML_Invested_Amount.review-needed: 🟡 MEDIUM — AssetType vs InstrumentType Redundancy', 'BI_DB_DailyCommisionReport_ThisYear: 6.1 InstrumentType (YTD 2026, ~2.65M rows)']"
main.etoro_kpi_prep.v_revenue_adminfee,countryid,Customer's registered country. DEFAULT 0. FK to Dim_Country. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Snapshot,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_revenue_commission,countryid,Customer's registered country. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CountryID (CC). FK to Dim_Country. Key filter for valid customer segmentation (,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_revenue_fullcommission,countryid,Customer's registered country. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CountryID (CC). FK to Dim_Country. Key filter for valid customer segmentation (,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_revenue_rollover,countryid,Customer's registered country. DEFAULT 0. FK to Dim_Country. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Snapshot,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_revenue_dividend,countryid,Customer's registered country. DEFAULT 0. FK to Dim_Country. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Snapshot,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_revenue_stakingfee,countryid,Customer's registered country. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CountryID (CC). FK to Dim_Country. Key filter for valid customer segmentation (,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,countryid,Customer's registered country. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CountryID (CC). FK to Dim_Country. Key filter for valid customer segmentation (,"SIBLING_PHRASES: ['AccountManagerID', 'AccountStatus', 'AccountType', 'AccountTypeID', 'ActionType', 'AffiliateID'] || HEADING_ANCHOR: ['BI_DB_CID_MonthlyPanel_FullData: 3.8 CountryID vs Country / Region', 'BI_DB_CID_MonthlyPanel_FullData.review-needed: 9. CountryID Populated via POST-INSERT or Main INSERT?']"
main.etoro_kpi_prep.v_trading_volume_and_amount,leverage,GROUP BY. Source: DWH_dbo.Dim_Position.Leverage. (T1 — Function_Trading_Volume),"SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement type. (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: DWH_dbo.Dim_Position.Lever","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_revenue_adminfee,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement type. COALESCE from Dim_Position over Fact_CustomerAction. (Tier 1 — Trade.PositionTbl) (","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_revenue_commission,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement posture. (Tier 1 — Trade.PositionTbl) (via Fact_CustomerAction). Source: Fact_CustomerAct","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_revenue_fullcommission,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement posture. (Tier 1 — Trade.PositionTbl) (via Fact_CustomerAction). Source: Fact_CustomerAct","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_revenue_rollover,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement type. COALESCE from Dim_Position over Fact_CustomerAction. (Tier 1 — Trade.PositionTbl) (","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_revenue_dividend,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement type. COALESCE from Dim_Position over Fact_CustomerAction. (Tier 1 — Trade.PositionTbl) (","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.tvf_pnl_single_day,leverage,"Leverage multiplier (1, 5, 10, etc.). Determines margin and settlement type. (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: . (T1 — Function_PnL_Singl","SIBLING_PHRASES: ['AVGNotionalAmount', 'ActionTypeID', 'AmountInUnitsDecimal', 'AmountUSD', 'AnswerID', 'AssetType'] || HEADING_ANCHOR: ['_index: Batch 109 (COMPLETE) -- Personalized watchlist generation + copy-trading b', '_index: Batch 35 (COMPLETE) -- UK CommissionReport byLeverage + US Apex Corporate ']"
main.etoro_kpi_prep.v_population_funded,equity,"SUM(Equity) over union: (1) SUM(ISNULL(TotalLiability,0)+ISNULL(actualNWA,0)) per CID WHERE DateID = @dateInt; (2) ClosingBalanceBO * USDApproxRate WHERE Balanc","SIBLING_PHRASES: ['ABCModel', 'AMLticket', 'AccountEquity', 'AccountManager', 'AccountManagerID', 'AccountTypeID'] || HEADING_ANCHOR: ['_index: Batch 94 (COMPLETE) -- MarketingCloud CRM enrichment + Risk Dashboard asse', '_index: Batch 93 (COMPLETE) -- AML account closures + AML finance report + ESMA CF']"
main.etoro_kpi_prep.v_revenue_adminfee,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. FK to Dim_AccountType. Passthrough from Fact_SnapshotCustomer at action date via SC","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_commission,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountTypeID (BO). FK to Dim_AccountType. Used","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_fullcommission,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountTypeID (BO). FK to Dim_AccountType. Used","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_rollover,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. FK to Dim_AccountType. Passthrough from Fact_SnapshotCustomer at action date via SC","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_dividend,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. FK to Dim_AccountType. Passthrough from Fact_SnapshotCustomer at action date via SC","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_stakingfee,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountTypeID (BO). FK to Dim_AccountType. Used","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,accounttypeid,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountTypeID (BO). FK to Dim_AccountType. Used","SIBLING_PHRASES: ['AccountManager', 'AccountStatusID', 'AccountTy', 'AccountType', 'AccountTypeI', 'ActualNWA'] || HEADING_ANCHOR: ['BI_DB_Copyfunds_Watched_Not_Invested: 2.1 Fund Detection (AccountTypeID=9)', 'BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_stakingfee,instrument,"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a","SIBLING_PHRASES: ['ActionType', 'ActionTypeID', 'ActiveOpen', 'AmountInUni', 'AmountInUnitsDecimal', 'AskLast'] || HEADING_ANCHOR: ['_index: Batch 103 (COMPLETE) -- Stocks hedge server aggregation (HS125) + stocks m', '_index: Batch 99 (COMPLETE) -- Professional customers (approved + documents + pend']"
main.etoro_kpi_prep.v_revenue_adminfee,regulationid,Customer's assigned regulatory jurisdiction. DEFAULT 0. FK to Dim_Regulation. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_,"SIBLING_PHRASES: ['ASSIGNED', 'AccountManagerID', 'AccountTypeID', 'ActionType', 'ActionTypeID', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 89 (COMPLETE) -- Revenue milestone + FSRA regulatory + German crypto', 'BI_DB_ASIC_Monitoring_CFD.review-needed: 1. RegulationID Values for ASIC and GAML']"
main.etoro_kpi_prep.v_revenue_commission,regulationid,Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to ,"SIBLING_PHRASES: ['ASSIGNED', 'AccountManagerID', 'AccountTypeID', 'ActionType', 'ActionTypeID', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 89 (COMPLETE) -- Revenue milestone + FSRA regulatory + German crypto', 'BI_DB_ASIC_Monitoring_CFD.review-needed: 1. RegulationID Values for ASIC and GAML']"
main.etoro_kpi_prep.v_revenue_fullcommission,regulationid,Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to ,"SIBLING_PHRASES: ['ASSIGNED', 'AccountManagerID', 'AccountTypeID', 'ActionType', 'ActionTypeID', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 89 (COMPLETE) -- Revenue milestone + FSRA regulatory + German crypto', 'BI_DB_ASIC_Monitoring_CFD.review-needed: 1. RegulationID Values for ASIC and GAML']"
main.etoro_kpi_prep.v_revenue_rollover,regulationid,Customer's assigned regulatory jurisdiction. DEFAULT 0. FK to Dim_Regulation. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_,"SIBLING_PHRASES: ['ASSIGNED', 'AccountManagerID', 'AccountTypeID', 'ActionType', 'ActionTypeID', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 89 (COMPLETE) -- Revenue milestone + FSRA regulatory + German crypto', 'BI_DB_ASIC_Monitoring_CFD.review-needed: 1. RegulationID Values for ASIC and GAML']"
main.etoro_kpi_prep.v_revenue_dividend,regulationid,Customer's assigned regulatory jurisdiction. DEFAULT 0. FK to Dim_Regulation. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_,"SIBLING_PHRASES: ['ASSIGNED', 'AccountManagerID', 'AccountTypeID', 'ActionType', 'ActionTypeID', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 89 (COMPLETE) -- Revenue milestone + FSRA regulatory + German crypto', 'BI_DB_ASIC_Monitoring_CFD.review-needed: 1. RegulationID Values for ASIC and GAML']"
main.etoro_kpi_prep.v_revenue_stakingfee,regulationid,Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to ,"SIBLING_PHRASES: ['ASSIGNED', 'AccountManagerID', 'AccountTypeID', 'ActionType', 'ActionTypeID', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 89 (COMPLETE) -- Revenue milestone + FSRA regulatory + German crypto', 'BI_DB_ASIC_Monitoring_CFD.review-needed: 1. RegulationID Values for ASIC and GAML']"
